71,70,83
14547,14546,14526
14527,14526,14546
175,176,307
8035,7840,8036
50,51,36
95,162,80
95,80,94
99,98,100
99,100,2533
849,843,850
364,603,605
2533,100,142
118,123,361
5302,7930,5301
94,2548,104
59,71,72
43,219,198
418,439,528
19,24,18
50,49,60
164,78,97
4333,6253,6254
9262,11900,11901
19,23,24
3968,3967,3978
9183,6692,6693
612,613,839
14179,14192,14180
372,595,596
609,843,608
9861,11302,11323
7948,7927,7949
601,607,366
2534,100,101
13705,13704,13707
1090,1089,1087
11937,11870,11849
9253,9254,6621
5053,3131,2892
14456,14464,14455
14456,14463,14464
5287,5286,5300
13388,13543,13389
7882,8013,7993
13467,13703,13704
9982,10221,8537
7933,5298,5299
2706,54,2597
9982,10942,10221
9982,11181,10942
5370,7840,7861
122,119,118
10942,10941,10222
598,369,370
599,369,598
123,364,361
123,118,117
101,117,118
141,101,118
120,119,121
101,141,2534
2531,2292,2772
122,118,361
605,603,846
1583,1120,1056
1327,1094,1326
1334,1327,1326
11980,11959,11826
1583,1077,1120
1583,1121,1077
366,125,358
2554,5195,2749
122,361,363
367,601,358
7818,5195,5413
128,127,113
102,96,2550
845,848,847
2535,117,101
101,97,2551
1078,1077,1101
1078,857,1077
78,2556,163
75,55,186
5370,5217,7840
1056,1800,879
5173,5174,2772
849,1086,1087
53,208,34
163,2556,79
30,31,12
1330,1331,1089
1330,1089,1090
185,57,74
7817,5653,7578
77,2554,2749
7338,5894,7337
96,2551,97
78,96,97
5348,5369,7862
8058,7817,7578
8297,8058,7578
5347,5260,5240
10941,10702,10461
14262,14263,14350
13954,14177,13953
14447,14446,14450
7929,7930,5302
105,93,92
2705,2619,2598
10,12,11
5285,5286,2660
9742,8777,8778
83,91,92
11421,9742,9741
84,83,70
11661,12146,12385
5289,2656,2657
27,39,38
38,39,48
44,42,43
69,61,62
47,39,40
48,47,62
25,18,24
15,27,28
86,85,68
175,66,176
65,66,64
1055,1034,1142
264,461,285
1079,1096,1080
660,549,681
242,483,263
286,197,285
2411,483,242
11904,14546,14547
11904,11905,14546
681,769,770
