571,395,396
80,79,74
80,2558,79
127,114,113
14434,14428,14435
9505,9021,9504
599,609,600
94,2549,104
6137,7100,7101
115,358,125
21,220,22
856,1081,855
14495,14498,14496
9207,6695,9186
13952,13953,14186
1089,1330,1331
1090,1330,1089
4094,4096,6497
39,38,27
11830,11851,9340
10944,10945,12868
4697,4936,3252
2535,101,141
31,34,209
13718,13941,13702
5290,5303,5302
880,1845,813
1275,1386,3920
125,366,359
10661,10529,10508
13654,13655,13525
14460,14446,14445
7864,7843,8038
5329,7908,5308
362,121,119
29,30,13
2598,55,2728
3493,1812,3732
596,595,613
115,2537,103
365,603,360
1098,1097,1078
186,56,75
2576,2750,5199
1077,1802,858
395,330,396
1339,1323,1322
1339,1338,1323
99,2533,2772
3013,2292,2053
3013,2053,3252
363,122,361
605,364,603
111,2541,107
2542,111,107
2536,101,102
13610,13590,13829
6376,4217,6377
6376,4456,4217
132,109,153
118,101,117
118,141,101
10529,7996,10508
8017,10507,8016
74,75,56
74,166,75
5896,4697,4696
117,101,2536
13307,13371,13392
77,164,97
9985,10224,8540
8301,8540,10224
13808,13872,13787
13808,13851,13872
93,94,81
9,10,2643
373,372,352
5657,7580,7581
12628,12629,11184
13569,13568,13371
10464,10705,10465
163,79,96
95,2551,96
79,95,96
14289,14268,14092
5372,7864,7865
31,11,230
31,209,11
7946,7934,7947
11424,12628,11185
12389,12628,11424
1092,1085,1084
2684,2664,2641
12388,11425,11664
71,60,70
11425,12388,12389
368,356,369
83,71,70
39,48,38
91,84,90
30,12,13
26,27,16
2652,2653,2413
22,20,21
0,2652,241
8181,8180,10345
49,37,38
68,62,63
11665,9504,11906
91,90,107
46,41,45
5057,2893,2892
285,286,197
682,528,527
813,814,637
11909,11904,11910
1082,1093,1083
1082,1094,1093
572,638,637
1299,1121,1561
6612,6626,6625
4029,3919,4030
879,1824,814
14539,14519,14520
1123,1122,1056
1077,1120,1121
3983,6609,6610
3984,6609,3983
9273,11896,11897
9273,9274,11896
836,615,1823
613,614,839
854,837,855
14544,11914,11915
128,129,355
836,1802,857
598,369,370
1329,1330,1090
1329,1331,1330
879,880,1054
879,814,880
1122,1277,1276
608,843,844
814,813,1845
6377,6619,6860
9257,9268,9258
791,902,792
11903,11911,11910
637,638,2020
14547,14535,14534
11852,11873,9317
1572,1089,1331
9270,9271,11899
9271,9270,9255
9254,9271,9255
1276,1364,1297
1451,1452,1450
1210,1452,1451
9163,6739,9142
6564,4029,4030
6626,6612,6611
11961,11852,11851
6497,6496,6980
880,1055,1780
880,1034,1055
8660,10104,9865
1144,1255,1254
6497,4095,4094
6542,4051,4052
3853,1450,1452
11962,11983,14497
7907,7995,7974
9340,11851,9339
14520,14521,14538
14538,14539,14520
1325,1095,1096
11916,14543,11915
6611,3981,3982
1081,1080,1095
11829,11808,11983
6542,6563,4051
14501,14502,14514
3963,3986,6608
9251,6651,9230
14474,14475,12005
11897,11898,9272
11898,11914,11899
6628,6610,6609
6628,6627,6610
14453,12006,12027
2041,814,616
9361,9142,9362
13952,13949,13948
14185,14197,14196
3942,6607,3986
1275,1385,1276
14527,14510,14509
13610,13809,13611
11305,9625,11326
5373,7864,5372
14194,14193,14189
5777,6016,4577
14443,14462,14444
14158,14157,14224
13471,13472,13707
8661,8660,9865
14483,14487,14488
4216,6618,6377
11830,9361,11829
13949,13928,13710
10590,13225,13212
9383,11808,9362
14422,14421,14440
14186,14185,14196
13705,13474,13704
13945,13946,13713
8661,8899,9843
11830,9340,9361
14433,14432,14430
11874,11873,11939
12027,12026,14430
14516,14522,14521
9142,6739,9143
9318,9317,9207
12027,14409,12026
14505,14504,14488
11807,11808,9383
11305,12509,12508
11305,12508,12487
4007,3942,1364
6623,9257,9258
13712,13713,13946
11544,12487,12508
13928,12509,13710
14484,14483,14466
12530,11304,12509
12748,12509,11304
8661,6981,7220
1693,1932,3373
4576,3612,3373
5537,5776,4817
3373,4577,4576
8180,8181,7700
7940,7701,5536
484,483,2173
5056,5536,5537
5297,7940,5536
7700,5537,7701
10583,7943,10582
8420,10105,8421
14267,14113,14268
2659,2660,5290
241,220,21
2652,2413,241
7943,7944,10582
5292,2657,2658
5290,5291,2659
12388,14070,12389
2,3,2650
5307,7908,7929
14353,14332,14529
14267,14114,14113
13226,13248,13232
13248,13226,13225
13230,13229,13228
13706,13713,13707
9267,9258,9268
7947,10569,8173
10486,10487,8038
230,12,31
2685,2621,2620
605,603,846
605,846,1813
13503,13415,13524
13503,13436,13415
5329,7907,7908
2750,5198,5395
5198,5416,7821
13466,13232,13233
2729,5394,5220
7842,5199,5395
7974,10530,7973
5243,5351,5350
13329,13131,13130
14004,14005,14136
14194,14425,14426
10639,10552,10551
10640,10529,10661
7907,7974,7908
7931,5526,5307
13306,13393,13285
13306,13285,13175
14469,14468,14480
14027,14114,14026
13197,13284,13263
10594,10355,10574
14026,13872,14027
13467,13468,13231
13957,13942,13958
13219,13262,13241
13474,13705,13473
1081,1094,1082
602,606,365
2577,5220,2728
6608,3984,3985
6609,3984,6608
13220,13243,13221
14483,14467,14466
362,119,122
13701,13940,13718
14397,14223,14224
10596,10574,10617
13655,13764,13743
13707,13472,13706
143,97,100
2292,2293,363
362,363,2293
10590,10578,10591
10590,10589,10579
13808,13632,13611
8039,7843,5394
8039,5394,7842
14114,14267,14246
13237,13478,13462
7951,7952,10552
10639,10618,10552
362,122,363
13175,10617,10618
122,119,118
121,120,119
362,2532,121
362,2293,2532
361,118,123
4696,4697,3253
604,363,361
122,118,361
116,124,117
2532,2772,2533
2532,2773,2772
123,360,364
3252,2053,2052
3252,2052,3253
604,2053,2292
604,2292,363
113,105,2540
101,144,96
101,96,102
163,96,78
118,2535,141
2773,2293,3012
2532,2293,2773
118,100,2535
121,2533,120
121,2532,2533
10486,8038,8039
119,120,99
99,120,2533
605,604,364
2292,3012,2293
2292,3013,3012
